1.00000000  0.00200000
0.99518000  0.00242000
0.98073000  0.00363000
0.95697000  0.00559000
0.92422000  0.00824000
0.88287000  0.01150000
0.83332000  0.01527000
0.77606000  0.01945000
0.71160000  0.02390000
0.64048000  0.02848000
0.56330000  0.03300000
0.48070000  0.03726000
0.39334000  0.04103000
0.30190000  0.04411000
0.20710000  0.04628000
0.10969000  0.04730000
0.01044000  0.04693000
0.00000000  0.04680000
0.01044000  0.04693000
0.10969000  0.04730000
0.20710000  0.04628000
0.30190000  0.04411000
0.39334000  0.04103000
0.48070000  0.03726000
0.56330000  0.03300000
0.64048000  0.02848000
0.71160000  0.02390000
0.77606000  0.01945000
0.83332000  0.01527000
0.88287000  0.01150000
0.92422000  0.00824000
0.95697000  0.00559000
0.98073000  0.00363000
0.99518000  0.00242000
1.00000000  0.00200000
