0.000000 0.003000
0.010101 0.004999
0.020202 0.009897
0.030303 0.014692
0.040404 0.019386
0.050505 0.023977
0.060606 0.028466
0.070707 0.032854
0.080808 0.037139
0.090909 0.041322
0.101010 0.045404
0.111111 0.049383
0.121212 0.053260
0.131313 0.057035
0.141414 0.060708
0.151515 0.064279
0.161616 0.067748
0.171717 0.071115
0.181818 0.074380
0.191919 0.077543
0.202020 0.080604
0.212121 0.083563
0.222222 0.086420
0.232323 0.089175
0.242424 0.091827
0.252525 0.094378
0.262626 0.096827
0.272727 0.099174
0.282828 0.101418
0.292929 0.103561
0.303030 0.105601
0.313131 0.107540
0.323232 0.109377
0.333333 0.111111
0.343434 0.112744
0.353535 0.114274
0.363636 0.115702
0.373737 0.117029
0.383838 0.118253
0.393939 0.119376
0.404040 0.120396
0.414141 0.121314
0.424242 0.122130
0.434343 0.122845
0.444444 0.123457
0.454545 0.123967
0.464646 0.124375
0.474747 0.124681
0.484848 0.124885
0.494949 0.124987
0.505051 0.124987
0.515152 0.124885
0.525253 0.124681
0.535354 0.124375
0.545455 0.123967
0.555556 0.123457
0.565657 0.122845
0.575758 0.122130
0.585859 0.121314
0.595960 0.120396
0.606061 0.119376
0.616162 0.118253
0.626263 0.117029
0.636364 0.115702
0.646465 0.114274
0.656566 0.112744
0.666667 0.111111
0.676768 0.109377
0.686869 0.107540
0.696970 0.105601
0.707071 0.103561
0.717172 0.101418
0.727273 0.099174
0.737374 0.096827
0.747475 0.094378
0.757576 0.091827
0.767677 0.089175
0.777778 0.086420
0.787879 0.083563
0.797980 0.080604
0.808081 0.077543
0.818182 0.074380
0.828283 0.071115
0.838384 0.067748
0.848485 0.064279
0.858586 0.060708
0.868687 0.057035
0.878788 0.053260
0.888889 0.049383
0.898990 0.045404
0.909091 0.041322
0.919192 0.037139
0.929293 0.032854
0.939394 0.028466
0.949495 0.023977
0.959596 0.019386
0.969697 0.014692
0.979798 0.009897
0.989899 0.004999
1.000000 0.003000
1.000000 -0.003000
0.989899 -0.004999
0.979798 -0.009897
0.969697 -0.014692
0.959596 -0.019386
0.949495 -0.023977
0.939394 -0.028466
0.929293 -0.032854
0.919192 -0.037139
0.909091 -0.041322
0.898990 -0.045404
0.888889 -0.049383
0.878788 -0.053260
0.868687 -0.057035
0.858586 -0.060708
0.848485 -0.064279
0.838384 -0.067748
0.828283 -0.071115
0.818182 -0.074380
0.808081 -0.077543
0.797980 -0.080604
0.787879 -0.083563
0.777778 -0.086420
0.767677 -0.089175
0.757576 -0.091827
0.747475 -0.094378
0.737374 -0.096827
0.727273 -0.099174
0.717172 -0.101418
0.707071 -0.103561
0.696970 -0.105601
0.686869 -0.107540
0.676768 -0.109377
0.666667 -0.111111
0.656566 -0.112744
0.646465 -0.114274
0.636364 -0.115702
0.626263 -0.117029
0.616162 -0.118253
0.606061 -0.119376
0.595960 -0.120396
0.585859 -0.121314
0.575758 -0.122130
0.565657 -0.122845
0.555556 -0.123457
0.545455 -0.123967
0.535354 -0.124375
0.525253 -0.124681
0.515152 -0.124885
0.505051 -0.124987
0.494949 -0.124987
0.484848 -0.124885
0.474747 -0.124681
0.464646 -0.124375
0.454545 -0.123967
0.444444 -0.123457
0.434343 -0.122845
0.424242 -0.122130
0.414141 -0.121314
0.404040 -0.120396
0.393939 -0.119376
0.383838 -0.118253
0.373737 -0.117029
0.363636 -0.115702
0.353535 -0.114274
0.343434 -0.112744
0.333333 -0.111111
0.323232 -0.109377
0.313131 -0.107540
0.303030 -0.105601
0.292929 -0.103561
0.282828 -0.101418
0.272727 -0.099174
0.262626 -0.096827
0.252525 -0.094378
0.242424 -0.091827
0.232323 -0.089175
0.222222 -0.086420
0.212121 -0.083563
0.202020 -0.080604
0.191919 -0.077543
0.181818 -0.074380
0.171717 -0.071115
0.161616 -0.067748
0.151515 -0.064279
0.141414 -0.060708
0.131313 -0.057035
0.121212 -0.053260
0.111111 -0.049383
0.101010 -0.045404
0.090909 -0.041322
0.080808 -0.037139
0.070707 -0.032854
0.060606 -0.028466
0.050505 -0.023977
0.040404 -0.019386
0.030303 -0.014692
0.020202 -0.009897
0.010101 -0.004999
0.000000 -0.003000
